customer_id,add_on_name,add_on_price
1472,Streaming Pack,40000
1474,Streaming Pack,25000
1476,Extra Data 10GB,30000
1481,Gaming Pack,25000
1484,Extra Data 5GB,15000
1487,Streaming Pack,15000
1488,Gaming Pack,40000
1491,Streaming Pack,25000
1493,Extra Data 10GB,25000
1494,Gaming Pack,15000
1495,Gaming Pack,30000
1496,Gaming Pack,40000
1498,Extra Data 10GB,25000
1499,Extra Data 5GB,15000
1500,Streaming Pack,25000
1501,Extra Data 5GB,40000
1506,Extra Data 10GB,30000
1508,Streaming Pack,15000
1518,Gaming Pack,25000
1520,Extra Data 5GB,15000
1521,Extra Data 5GB,25000
1527,Extra Data 5GB,40000
1532,Extra Data 5GB,15000
1533,Streaming Pack,15000
1536,Extra Data 10GB,15000
1550,Streaming Pack,15000
1552,Extra Data 10GB,25000
1553,Extra Data 10GB,30000
1555,Extra Data 10GB,15000
1559,Streaming Pack,30000
1561,Extra Data 5GB,30000
1566,Extra Data 5GB,15000
1568,Extra Data 5GB,40000
1571,Streaming Pack,30000
1572,Extra Data 10GB,40000
1573,Extra Data 5GB,25000
1574,Extra Data 10GB,15000
1577,Gaming Pack,40000
1580,Streaming Pack,40000
1582,Extra Data 5GB,25000
1583,Extra Data 5GB,40000
1587,Extra Data 10GB,40000
1588,Streaming Pack,40000
1589,Extra Data 10GB,30000
1590,Extra Data 5GB,25000
1594,Extra Data 10GB,25000
1599,Extra Data 5GB,30000
1600,Gaming Pack,30000
1602,Streaming Pack,15000
1606,Extra Data 5GB,30000
1607,Extra Data 5GB,30000
1613,Gaming Pack,15000
1619,Extra Data 10GB,30000
1622,Streaming Pack,25000
1623,Gaming Pack,30000
1625,Gaming Pack,25000
1628,Gaming Pack,25000
1630,Extra Data 10GB,25000
1634,Extra Data 5GB,40000
1635,Extra Data 5GB,40000
1637,Streaming Pack,30000
1639,Extra Data 5GB,40000
1642,Extra Data 10GB,15000
1643,Extra Data 5GB,15000
1644,Gaming Pack,25000
1645,Gaming Pack,30000
1649,Extra Data 5GB,15000
1650,Streaming Pack,30000
1651,Extra Data 5GB,30000
1653,Extra Data 5GB,25000
1654,Extra Data 10GB,30000
1655,Gaming Pack,15000
1656,Extra Data 10GB,30000
1659,Streaming Pack,40000
1660,Extra Data 5GB,30000
1663,Extra Data 5GB,25000
1668,Streaming Pack,15000
1669,Extra Data 10GB,25000
1670,Gaming Pack,25000
1672,Gaming Pack,15000
1673,Extra Data 10GB,40000
1677,Streaming Pack,25000
1679,Extra Data 5GB,30000
1680,Gaming Pack,15000
1683,Extra Data 10GB,30000
1685,Extra Data 10GB,25000
1691,Streaming Pack,15000
1694,Streaming Pack,15000
1704,Streaming Pack,25000
1708,Streaming Pack,15000
1710,Extra Data 5GB,40000
1718,Streaming Pack,30000
1724,Extra Data 5GB,40000
1725,Gaming Pack,15000
1726,Extra Data 10GB,15000
1727,Extra Data 5GB,25000
1729,Gaming Pack,15000
1732,Extra Data 10GB,15000
1733,Streaming Pack,15000
1735,Streaming Pack,15000
1736,Streaming Pack,25000
1737,Gaming Pack,30000
1741,Streaming Pack,25000
1742,Extra Data 10GB,15000
1743,Extra Data 5GB,25000
1744,Extra Data 10GB,30000
1751,Extra Data 5GB,25000
1752,Gaming Pack,25000
1756,Streaming Pack,40000
1757,Gaming Pack,15000
1760,Gaming Pack,25000
1764,Extra Data 10GB,30000
1766,Extra Data 5GB,30000
1768,Extra Data 5GB,30000
1769,Extra Data 5GB,30000
1770,Gaming Pack,25000
1774,Streaming Pack,30000
1783,Gaming Pack,25000
1784,Streaming Pack,25000
1785,Streaming Pack,15000
1786,Streaming Pack,25000
1790,Extra Data 10GB,40000
1791,Extra Data 5GB,25000
1794,Extra Data 10GB,30000
1796,Extra Data 10GB,30000
1798,Gaming Pack,25000
1801,Gaming Pack,40000
1803,Streaming Pack,30000
1806,Streaming Pack,15000
1807,Extra Data 5GB,40000
1808,Extra Data 5GB,25000
1809,Gaming Pack,30000
1815,Extra Data 10GB,30000
1817,Streaming Pack,25000
1819,Gaming Pack,40000
1820,Extra Data 10GB,30000
1821,Gaming Pack,25000
1822,Extra Data 10GB,40000
1824,Gaming Pack,15000
1830,Extra Data 10GB,40000
1840,Extra Data 10GB,15000
1841,Gaming Pack,15000
1844,Gaming Pack,30000
1846,Extra Data 10GB,25000
1849,Streaming Pack,30000
1861,Extra Data 10GB,15000
1864,Gaming Pack,40000
1865,Extra Data 5GB,30000
1867,Extra Data 5GB,30000
1868,Extra Data 10GB,30000
1879,Extra Data 10GB,15000
1881,Streaming Pack,30000
1883,Extra Data 5GB,25000
1885,Extra Data 5GB,30000
1886,Extra Data 5GB,15000
1888,Gaming Pack,40000
1893,Gaming Pack,25000
1897,Streaming Pack,30000
1900,Gaming Pack,30000
1901,Extra Data 5GB,25000
1902,Streaming Pack,25000
1904,Extra Data 5GB,25000
1906,Extra Data 10GB,30000
1910,Gaming Pack,30000
1918,Extra Data 10GB,30000
1920,Extra Data 5GB,30000
1926,Extra Data 5GB,15000
1927,Extra Data 5GB,40000
1930,Extra Data 10GB,40000
1943,Streaming Pack,30000
1945,Gaming Pack,25000
1952,Gaming Pack,40000
1956,Extra Data 5GB,25000
1959,Gaming Pack,15000
1960,Extra Data 10GB,15000
1961,Gaming Pack,40000
1962,Gaming Pack,25000
1968,Streaming Pack,30000
1969,Extra Data 10GB,15000
1971,Extra Data 10GB,25000
1974,Gaming Pack,30000
1976,Extra Data 10GB,25000
1978,Extra Data 10GB,30000
1982,Streaming Pack,40000
1983,Gaming Pack,30000
1987,Extra Data 10GB,25000
1989,Extra Data 10GB,15000
1990,Extra Data 10GB,30000
1991,Streaming Pack,40000
1994,Extra Data 5GB,15000
1999,Extra Data 10GB,25000
