"customer_id","plan_id","plan_name","avg_data_usage","data_quota"
"1315","3","Premium","8.73",30
"511","4","Unlimited","8.74",100
"881","3","Premium","8.75",30
"1138","3","Premium","8.75",30
"1741","3","Premium","8.77",30
"1040","4","Unlimited","8.77",100
"981","3","Premium","8.79",30
"1570","3","Premium","8.80",30
"1925","3","Premium","8.80",30
"1341","3","Premium","8.81",30
"844","4","Unlimited","8.82",100
"889","4","Unlimited","8.85",100
"530","3","Premium","8.88",30
"1035","4","Unlimited","8.88",100
"1549","3","Premium","8.88",30
"1062","3","Premium","8.88",30
"225","3","Premium","8.89",30
"32","4","Unlimited","8.89",100
"1587","3","Premium","8.90",30
"1295","4","Unlimited","8.91",100
"1521","4","Unlimited","8.92",100
"560","3","Premium","8.93",30
"1369","4","Unlimited","8.94",100
"1373","3","Premium","8.94",30
"872","3","Premium","8.94",30
"1047","3","Premium","8.95",30
"546","3","Premium","8.97",30
"1857","4","Unlimited","9.04",100
"1301","4","Unlimited","9.13",100
"806","4","Unlimited","9.19",100
"1983","4","Unlimited","9.27",100
"867","4","Unlimited","9.28",100
"501","4","Unlimited","9.28",100
"1719","4","Unlimited","9.36",100
"1651","4","Unlimited","9.37",100
"492","4","Unlimited","9.38",100
"856","4","Unlimited","9.40",100
"412","4","Unlimited","9.45",100
"102","4","Unlimited","9.46",100
"310","4","Unlimited","9.51",100
"1396","4","Unlimited","9.51",100
"187","4","Unlimited","9.52",100
"57","4","Unlimited","9.52",100
"610","4","Unlimited","9.55",100
"1655","4","Unlimited","9.55",100
"1975","4","Unlimited","9.56",100
"1688","4","Unlimited","9.62",100
"75","4","Unlimited","9.63",100
"203","4","Unlimited","9.67",100
"928","4","Unlimited","9.68",100
"1385","4","Unlimited","9.71",100
"634","4","Unlimited","9.74",100
"1843","4","Unlimited","9.78",100
"1689","4","Unlimited","9.81",100
"1756","4","Unlimited","9.86",100
"1531","4","Unlimited","9.86",100
"627","4","Unlimited","9.87",100
"274","4","Unlimited","9.87",100
"264","4","Unlimited","9.90",100
"734","4","Unlimited","9.91",100
"33","4","Unlimited","9.94",100
"1662","4","Unlimited","9.96",100
"1767","4","Unlimited","9.96",100
"163","4","Unlimited","9.99",100
"1441","4","Unlimited","10.08",100
"1374","4","Unlimited","10.11",100
"684","4","Unlimited","10.12",100
"1746","4","Unlimited","10.13",100
"974","4","Unlimited","10.13",100
"1281","4","Unlimited","10.14",100
"819","4","Unlimited","10.14",100
"500","4","Unlimited","10.16",100
"235","4","Unlimited","10.17",100
"174","4","Unlimited","10.19",100
"1668","4","Unlimited","10.20",100
"201","4","Unlimited","10.32",100
"741","4","Unlimited","10.33",100
"44","4","Unlimited","10.33",100
"993","4","Unlimited","10.38",100
"666","4","Unlimited","10.41",100
"935","4","Unlimited","10.41",100
"1945","4","Unlimited","10.45",100
"1189","4","Unlimited","10.47",100
"1349","4","Unlimited","10.47",100
"1629","4","Unlimited","10.47",100
"329","4","Unlimited","10.55",100
"621","4","Unlimited","10.57",100
"1238","4","Unlimited","10.58",100
"1659","4","Unlimited","10.63",100
"1632","4","Unlimited","10.66",100
"1950","4","Unlimited","10.69",100
"1784","4","Unlimited","10.70",100
"671","4","Unlimited","10.71",100
"1840","4","Unlimited","10.80",100
"434","4","Unlimited","10.87",100
"1815","4","Unlimited","10.95",100
"267","4","Unlimited","10.96",100
"905","4","Unlimited","10.98",100
"1278","4","Unlimited","11.01",100
"1270","4","Unlimited","11.07",100
"652","4","Unlimited","11.08",100
"1807","4","Unlimited","11.10",100
"475","4","Unlimited","11.16",100
"257","4","Unlimited","11.17",100
"1194","4","Unlimited","11.21",100
"246","4","Unlimited","11.23",100
"1090","4","Unlimited","11.23",100
"1762","4","Unlimited","11.25",100
"1340","4","Unlimited","11.32",100
"240","4","Unlimited","11.35",100
"715","4","Unlimited","11.38",100
"1343","4","Unlimited","11.39",100
"1814","4","Unlimited","11.40",100
"1753","4","Unlimited","11.41",100
"1740","4","Unlimited","11.42",100
"1834","4","Unlimited","11.53",100
"1504","4","Unlimited","11.54",100
"1482","4","Unlimited","11.54",100
"1004","4","Unlimited","11.55",100
"1882","4","Unlimited","11.58",100
"1046","4","Unlimited","11.62",100
"1671","4","Unlimited","11.63",100
"1454","4","Unlimited","11.64",100
"111","4","Unlimited","11.67",100
"108","4","Unlimited","11.69",100
"1745","4","Unlimited","11.72",100
"834","4","Unlimited","11.73",100
"1448","4","Unlimited","11.75",100
"1128","4","Unlimited","11.75",100
"1781","4","Unlimited","11.76",100
"597","4","Unlimited","11.76",100
"1775","4","Unlimited","11.77",100
"288","4","Unlimited","11.79",100
"1967","4","Unlimited","11.79",100
"1377","4","Unlimited","11.83",100
"236","4","Unlimited","11.85",100
"116","4","Unlimited","11.90",100
"685","4","Unlimited","11.98",100
"1792","4","Unlimited","11.99",100
"1249","4","Unlimited","12.02",100
"366","4","Unlimited","12.07",100
"1150","4","Unlimited","12.08",100
"1125","4","Unlimited","12.10",100
"1913","4","Unlimited","12.19",100
"1774","4","Unlimited","12.20",100
"325","4","Unlimited","12.34",100
"716","4","Unlimited","12.35",100
"1681","4","Unlimited","12.39",100
"1060","4","Unlimited","12.56",100
"1701","4","Unlimited","12.58",100
"721","4","Unlimited","12.63",100
"381","4","Unlimited","12.75",100
"280","4","Unlimited","12.80",100
"1920","4","Unlimited","12.88",100
"133","4","Unlimited","13.01",100
"636","4","Unlimited","13.05",100
"127","4","Unlimited","13.35",100
"1211","4","Unlimited","13.44",100
"88","4","Unlimited","13.45",100
"753","4","Unlimited","13.53",100
"1917","4","Unlimited","13.60",100
"1559","4","Unlimited","13.64",100
"1391","4","Unlimited","13.71",100
"345","4","Unlimited","13.73",100
"972","4","Unlimited","13.84",100
"1757","4","Unlimited","13.93",100
"1033","4","Unlimited","13.99",100
"810","4","Unlimited","14.10",100
"670","4","Unlimited","14.11",100
"1072","4","Unlimited","14.25",100
"898","4","Unlimited","14.26",100
"1885","4","Unlimited","14.33",100
"1982","4","Unlimited","14.42",100
"1354","4","Unlimited","14.59",100
"516","4","Unlimited","15.45",100
"484","4","Unlimited","15.54",100
"730","4","Unlimited","15.97",100
"1465","4","Unlimited","15.97",100
"605","4","Unlimited","16.06",100
"774","4","Unlimited","16.31",100
"1499","4","Unlimited","16.70",100
"1332","4","Unlimited","17.00",100
"581","4","Unlimited","17.32",100
"124","4","Unlimited","17.45",100
