"customer_id","data_segment","avg_gb"
"1433","Medium User","14.5"
"1615","Medium User","14.5"
"49","Medium User","14.5"
"1137","Medium User","14.4"
"1962","Medium User","14.4"
"291","Medium User","14.4"
"1982","Medium User","14.4"
"1712","Medium User","14.4"
"453","Medium User","14.4"
"1751","Medium User","14.4"
"673","Medium User","14.4"
"177","Medium User","14.3"
"1305","Medium User","14.3"
"608","Medium User","14.3"
"343","Medium User","14.3"
"682","Medium User","14.3"
"1261","Medium User","14.3"
"679","Medium User","14.3"
"1384","Medium User","14.3"
"876","Medium User","14.3"
"898","Medium User","14.3"
"1885","Medium User","14.3"
"1271","Medium User","14.3"
"1596","Medium User","14.3"
"1214","Medium User","14.2"
"1412","Medium User","14.2"
"1378","Medium User","14.2"
"1279","Medium User","14.2"
"42","Medium User","14.2"
"1072","Medium User","14.2"
"602","Medium User","14.2"
"215","Medium User","14.2"
"1995","Medium User","14.2"
"791","Medium User","14.2"
"1591","Medium User","14.2"
"123","Medium User","14.2"
"1235","Medium User","14.2"
"462","Medium User","14.1"
"670","Medium User","14.1"
"731","Medium User","14.1"
"1687","Medium User","14.1"
"403","Medium User","14.1"
"186","Medium User","14.1"
"810","Medium User","14.1"
"372","Medium User","14.0"
"1255","Medium User","14.0"
"543","Medium User","14.0"
"901","Medium User","14.0"
"1693","Medium User","14.0"
"191","Medium User","14.0"
"1139","Medium User","14.0"
"1086","Medium User","14.0"
"764","Medium User","14.0"
"1713","Medium User","14.0"
"510","Medium User","14.0"
"1033","Medium User","14.0"
"1759","Medium User","14.0"
"268","Medium User","14.0"
"94","Medium User","13.9"
"776","Medium User","13.9"
"411","Medium User","13.9"
"1757","Medium User","13.9"
"1714","Medium User","13.9"
"1208","Medium User","13.9"
"1645","Medium User","13.8"
"995","Medium User","13.8"
"896","Medium User","13.8"
"1500","Medium User","13.8"
"1172","Medium User","13.8"
"641","Medium User","13.8"
"1359","Medium User","13.8"
"972","Medium User","13.8"
"506","Medium User","13.8"
"712","Medium User","13.8"
"1771","Medium User","13.8"
"468","Medium User","13.7"
"217","Medium User","13.7"
"398","Medium User","13.7"
"1694","Medium User","13.7"
"1391","Medium User","13.7"
"1041","Medium User","13.7"
"345","Medium User","13.7"
"498","Medium User","13.7"
"1119","Medium User","13.7"
"285","Medium User","13.7"
"817","Medium User","13.7"
"486","Medium User","13.7"
"148","Medium User","13.7"
"1390","Medium User","13.6"
"1578","Medium User","13.6"
"129","Medium User","13.6"
"1239","Medium User","13.6"
"1685","Medium User","13.6"
"826","Medium User","13.6"
"873","Medium User","13.6"
"1426","Medium User","13.6"
"1917","Medium User","13.6"
"563","Medium User","13.6"
"389","Medium User","13.6"
"286","Medium User","13.6"
"1704","Medium User","13.6"
"1559","Medium User","13.6"
"642","Medium User","13.6"
"1490","Medium User","13.6"
"52","Medium User","13.5"
"357","Medium User","13.5"
"159","Medium User","13.5"
"1121","Medium User","13.5"
"753","Medium User","13.5"
"1881","Medium User","13.5"
"1981","Medium User","13.5"
"1567","Medium User","13.5"
"88","Medium User","13.5"
"1572","Medium User","13.5"
"422","Medium User","13.5"
"1105","Medium User","13.5"
"336","Medium User","13.5"
"1303","Medium User","13.5"
"783","Medium User","13.5"
"1227","Medium User","13.5"
"604","Medium User","13.5"
"1777","Medium User","13.4"
"1211","Medium User","13.4"
"188","Medium User","13.4"
"822","Medium User","13.4"
"929","Medium User","13.4"
"888","Medium User","13.4"
"1468","Medium User","13.4"
"85","Medium User","13.4"
"770","Medium User","13.4"
"1210","Medium User","13.4"
"1079","Medium User","13.4"
"418","Medium User","13.4"
"599","Medium User","13.4"
"442","Medium User","13.4"
"463","Medium User","13.3"
"1927","Medium User","13.3"
"1074","Medium User","13.3"
"1989","Medium User","13.3"
"414","Medium User","13.3"
"1171","Medium User","13.3"
"497","Medium User","13.3"
"1507","Medium User","13.3"
"1558","Medium User","13.3"
"1934","Medium User","13.3"
"127","Medium User","13.3"
"1109","Medium User","13.3"
"654","Medium User","13.3"
"5","Medium User","13.3"
"1631","Medium User","13.2"
"490","Medium User","13.2"
"1938","Medium User","13.2"
"1816","Medium User","13.2"
"1575","Medium User","13.2"
"851","Medium User","13.2"
"1700","Medium User","13.2"
"650","Medium User","13.2"
"451","Medium User","13.2"
"1699","Medium User","13.2"
"976","Medium User","13.2"
"1008","Medium User","13.1"
"161","Medium User","13.1"
"1312","Medium User","13.1"
"863","Medium User","13.1"
"1598","Medium User","13.1"
"1245","Medium User","13.1"
"1718","Medium User","13.1"
"276","Medium User","13.1"
"987","Medium User","13.1"
"769","Medium User","13.1"
"904","Medium User","13.1"
"609","Medium User","13.1"
"1176","Medium User","13.1"
"967","Medium User","13.0"
"1648","Medium User","13.0"
"1992","Medium User","13.0"
"1747","Medium User","13.0"
"785","Medium User","13.0"
"133","Medium User","13.0"
"1350","Medium User","13.0"
"375","Medium User","13.0"
"1136","Medium User","13.0"
"636","Medium User","13.0"
"1952","Medium User","13.0"
"1622","Medium User","13.0"
"1702","Medium User","13.0"
"1088","Medium User","13.0"
"8","Medium User","13.0"
"1174","Medium User","12.9"
"1920","Medium User","12.9"
"1607","Medium User","12.9"
"1501","Medium User","12.9"
"1029","Medium User","12.9"
"1331","Medium User","12.9"
"833","Medium User","12.9"
"1206","Medium User","12.9"
"1017","Medium User","12.9"
"1496","Medium User","12.9"
"306","Medium User","12.9"
"1956","Medium User","12.9"
"525","Medium User","12.9"
"820","Medium User","12.9"
"29","Medium User","12.9"
"1225","Medium User","12.9"
"320","Medium User","12.9"
"425","Medium User","12.9"
"488","Medium User","12.9"
"699","Medium User","12.9"
"600","Medium User","12.8"
"181","Medium User","12.8"
"1838","Medium User","12.8"
"982","Medium User","12.8"
"521","Medium User","12.8"
"1197","Medium User","12.8"
"78","Medium User","12.8"
"1367","Medium User","12.8"
"1579","Medium User","12.8"
"312","Medium User","12.8"
"280","Medium User","12.8"
"1158","Medium User","12.8"
"46","Medium User","12.8"
"351","Medium User","12.8"
"1969","Medium User","12.8"
"668","Medium User","12.8"
"1492","Medium User","12.7"
"14","Medium User","12.7"
"1325","Medium User","12.7"
"309","Medium User","12.7"
"223","Medium User","12.7"
"1415","Medium User","12.7"
"1889","Medium User","12.7"
"1544","Medium User","12.7"
"1750","Medium User","12.7"
"465","Medium User","12.7"
"204","Medium User","12.7"
"237","Medium User","12.7"
"1065","Medium User","12.7"
"1478","Medium User","12.7"
"395","Medium User","12.7"
"519","Medium User","12.7"
"704","Medium User","12.7"
"882","Medium User","12.7"
"1744","Medium User","12.7"
"1285","Medium User","12.7"
"637","Medium User","12.7"
"381","Medium User","12.7"
"1923","Medium User","12.7"
"1436","Medium User","12.6"
"370","Medium User","12.6"
"1538","Medium User","12.6"
"1701","Medium User","12.6"
"1060","Medium User","12.6"
"733","Medium User","12.6"
"1993","Medium User","12.6"
"717","Medium User","12.6"
"721","Medium User","12.6"
"1039","Medium User","12.6"
"1449","Medium User","12.6"
"1733","Medium User","12.6"
"317","Medium User","12.6"
"266","Medium User","12.6"
"193","Medium User","12.6"
"651","Medium User","12.6"
"352","Medium User","12.6"
"165","Medium User","12.6"
"1994","Medium User","12.6"
"678","Medium User","12.6"
"1131","Medium User","12.5"
"1695","Medium User","12.5"
"1921","Medium User","12.5"
"1866","Medium User","12.5"
"1146","Medium User","12.5"
"1005","Medium User","12.5"
"1823","Medium User","12.5"
"37","Medium User","12.5"
"1692","Medium User","12.5"
"231","Medium User","12.5"
"562","Medium User","12.5"
"150","Medium User","12.5"
"1187","Medium User","12.5"
"224","Medium User","12.5"
"1871","Medium User","12.5"
"1107","Medium User","12.5"
"1268","Medium User","12.5"
"990","Medium User","12.5"
"1307","Medium User","12.5"
"247","Medium User","12.5"
"760","Medium User","12.5"
"1728","Medium User","12.4"
"716","Medium User","12.4"
"585","Medium User","12.4"
"100","Medium User","12.4"
"1794","Medium User","12.4"
"107","Medium User","12.4"
"1681","Medium User","12.4"
"700","Medium User","12.4"
"304","Medium User","12.4"
"1637","Medium User","12.4"
"784","Medium User","12.4"
"1140","Medium User","12.4"
"726","Medium User","12.4"
"1524","Medium User","12.4"
"638","Medium User","12.4"
"1929","Medium User","12.4"
"549","Medium User","12.4"
"1207","Medium User","12.4"
"1743","Medium User","12.3"
"1955","Medium User","12.3"
"1364","Medium User","12.3"
"932","Medium User","12.3"
"781","Medium User","12.3"
"131","Medium User","12.3"
"325","Medium User","12.3"
"1667","Medium User","12.3"
"255","Medium User","12.3"
"698","Medium User","12.3"
"173","Medium User","12.3"
"1563","Medium User","12.3"
"1015","Medium User","12.3"
"1519","Medium User","12.3"
"402","Medium User","12.3"
"1944","Medium User","12.3"
"794","Medium User","12.3"
"1386","Medium User","12.3"
"579","Medium User","12.3"
"693","Medium User","12.2"
"827","Medium User","12.2"
"38","Medium User","12.2"
"591","Medium User","12.2"
"1774","Medium User","12.2"
"419","Medium User","12.2"
"766","Medium User","12.2"
"1796","Medium User","12.2"
"787","Medium User","12.2"
"314","Medium User","12.2"
"1620","Medium User","12.2"
"1660","Medium User","12.2"
"1120","Medium User","12.2"
"1669","Medium User","12.2"
"1697","Medium User","12.2"
"1516","Medium User","12.2"
"216","Medium User","12.2"
"1505","Medium User","12.2"
"1900","Medium User","12.2"
"1129","Medium User","12.2"
"26","Medium User","12.2"
"1160","Medium User","12.2"
"1913","Medium User","12.2"
"238","Medium User","12.2"
"1865","Medium User","12.2"
"1321","Medium User","12.2"
"1940","Medium User","12.1"
"1125","Medium User","12.1"
"775","Medium User","12.1"
"101","Medium User","12.1"
"384","Medium User","12.1"
"99","Medium User","12.1"
"331","Medium User","12.1"
"366","Medium User","12.1"
"179","Medium User","12.1"
"707","Medium User","12.1"
"1182","Medium User","12.1"
"1770","Medium User","12.1"
"947","Medium User","12.1"
"1520","Medium User","12.1"
"1150","Medium User","12.1"
"1512","Medium User","12.1"
"1044","Medium User","12.1"
"1957","Medium User","12.1"
"1483","Medium User","12.1"
"1899","Medium User","12.1"
"1619","Medium User","12.1"
"1820","Medium User","12.1"
"808","Medium User","12.1"
"1536","Medium User","12.1"
"20","Medium User","12.1"
"149","Medium User","12.1"
"114","Medium User","12.1"
"74","Medium User","12.0"
"1792","Medium User","12.0"
"1438","Medium User","12.0"
"1634","Medium User","12.0"
"958","Medium User","12.0"
"696","Medium User","12.0"
"998","Medium User","12.0"
"1401","Medium User","12.0"
"432","Medium User","12.0"
"1721","Medium User","12.0"
"653","Medium User","12.0"
"1141","Medium User","12.0"
"779","Medium User","12.0"
"10","Medium User","12.0"
"1937","Medium User","12.0"
"1249","Medium User","12.0"
"685","Medium User","12.0"
"1188","Medium User","12.0"
"1768","Medium User","12.0"
"538","Medium User","12.0"
"523","Medium User","12.0"
"1233","Medium User","12.0"
"1093","Medium User","12.0"
"1710","Medium User","12.0"
"1471","Medium User","12.0"
"577","Medium User","11.9"
"1416","Medium User","11.9"
"1640","Medium User","11.9"
"1951","Medium User","11.9"
"1842","Medium User","11.9"
"438","Medium User","11.9"
"262","Medium User","11.9"
"175","Medium User","11.9"
"272","Medium User","11.9"
"1198","Medium User","11.9"
"1365","Medium User","11.9"
"110","Medium User","11.9"
"723","Medium User","11.9"
"1873","Medium User","11.9"
"1240","Medium User","11.9"
"89","Medium User","11.9"
"1610","Medium User","11.9"
"1511","Medium User","11.9"
"236","Medium User","11.9"
"116","Medium User","11.9"
"341","Medium User","11.9"
"35","Medium User","11.9"
"176","Medium User","11.9"
"1594","Medium User","11.9"
"228","Medium User","11.9"
"1061","Medium User","11.9"
"842","Medium User","11.9"
"902","Medium User","11.9"
"1606","Medium User","11.9"
"202","Medium User","11.8"
"1653","Medium User","11.8"
"1458","Medium User","11.8"
"1128","Medium User","11.8"
"1775","Medium User","11.8"
"1682","Medium User","11.8"
"1821","Medium User","11.8"
"942","Medium User","11.8"
"63","Medium User","11.8"
"1967","Medium User","11.8"
"1949","Medium User","11.8"
"455","Medium User","11.8"
"295","Medium User","11.8"
"1502","Medium User","11.8"
"1828","Medium User","11.8"
"837","Medium User","11.8"
"1132","Medium User","11.8"
"1805","Medium User","11.8"
"1902","Medium User","11.8"
"1666","Medium User","11.8"
"1652","Medium User","11.8"
"597","Medium User","11.8"
"603","Medium User","11.8"
"1781","Medium User","11.8"
"1260","Medium User","11.8"
"814","Medium User","11.8"
"1734","Medium User","11.8"
"288","Medium User","11.8"
"587","Medium User","11.8"
"1517","Medium User","11.8"
"1593","Medium User","11.8"
"971","Medium User","11.8"
"1848","Medium User","11.8"
"387","Medium User","11.8"
"1427","Medium User","11.8"
"19","Medium User","11.8"
"1377","Medium User","11.8"
"472","Medium User","11.7"
"1304","Medium User","11.7"
"878","Medium User","11.7"
"330","Medium User","11.7"
"108","Medium User","11.7"
"429","Medium User","11.7"
"368","Medium User","11.7"
"1488","Medium User","11.7"
"1066","Medium User","11.7"
"1745","Medium User","11.7"
"1275","Medium User","11.7"
"480","Medium User","11.7"
"305","Medium User","11.7"
"1327","Medium User","11.7"
"1855","Medium User","11.7"
"1222","Medium User","11.7"
"1705","Medium User","11.7"
"1941","Medium User","11.7"
"386","Medium User","11.7"
"282","Medium User","11.7"
"1448","Medium User","11.7"
"1690","Medium User","11.7"
"1914","Medium User","11.7"
"111","Medium User","11.7"
"1081","Medium User","11.7"
"1124","Medium User","11.7"
"719","Medium User","11.7"
"926","Medium User","11.7"
"1224","Medium User","11.7"
"834","Medium User","11.7"
"169","Medium User","11.7"
"1806","Medium User","11.6"
"1882","Medium User","11.6"
"1282","Medium User","11.6"
"613","Medium User","11.6"
"199","Medium User","11.6"
"1280","Medium User","11.6"
"527","Medium User","11.6"
"1454","Medium User","11.6"
"170","Medium User","11.6"
"460","Medium User","11.6"
"1108","Medium User","11.6"
"1306","Medium User","11.6"
"1145","Medium User","11.6"
"1789","Medium User","11.6"
"464","Medium User","11.6"
"1018","Medium User","11.6"
"1603","Medium User","11.6"
"1671","Medium User","11.6"
"1479","Medium User","11.6"
"1009","Medium User","11.6"
"406","Medium User","11.6"
"1046","Medium User","11.6"
"1429","Medium User","11.6"
"1935","Medium User","11.6"
"1228","Medium User","11.6"
"337","Medium User","11.6"
"1195","Medium User","11.6"
"749","Medium User","11.6"
"566","Medium User","11.6"
"1404","Medium User","11.5"
"1476","Medium User","11.5"
"1755","Medium User","11.5"
"347","Medium User","11.5"
"1405","Medium User","11.5"
"515","Medium User","11.5"
"970","Medium User","11.5"
"1504","Medium User","11.5"
"30","Medium User","11.5"
"743","Medium User","11.5"
"385","Medium User","11.5"
"1221","Medium User","11.5"
"742","Medium User","11.5"
"1464","Medium User","11.5"
"15","Medium User","11.5"
"358","Medium User","11.5"
"1953","Medium User","11.5"
"1834","Medium User","11.5"
"1683","Medium User","11.5"
"50","Medium User","11.5"
"1569","Medium User","11.5"
"1528","Medium User","11.5"
"1616","Medium User","11.5"
"113","Medium User","11.5"
"1761","Medium User","11.5"
"1482","Medium User","11.5"
"979","Medium User","11.5"
"690","Medium User","11.5"
"984","Medium User","11.5"
"1004","Medium User","11.5"
"1209","Medium User","11.5"
"1513","Medium User","11.4"
"660","Medium User","11.4"
"340","Medium User","11.4"
"1748","Medium User","11.4"
"773","Medium User","11.4"
"7","Medium User","11.4"
"1267","Medium User","11.4"
"1811","Medium User","11.4"
"715","Medium User","11.4"
"1814","Medium User","11.4"
"1947","Medium User","11.4"
"659","Medium User","11.4"
"1443","Medium User","11.4"
"916","Medium User","11.4"
"322","Medium User","11.4"
"502","Medium User","11.4"
"1740","Medium User","11.4"
"1423","Medium User","11.4"
"284","Medium User","11.4"
"1753","Medium User","11.4"
"192","Medium User","11.4"
"1343","Medium User","11.4"
"1986","Medium User","11.4"
"853","Medium User","11.4"
"648","Medium User","11.4"
"180","Medium User","11.3"
"1473","Medium User","11.3"
"767","Medium User","11.3"
"251","Medium User","11.3"
"663","Medium User","11.3"
"1977","Medium User","11.3"
"22","Medium User","11.3"
"1762","Medium User","11.3"
"1867","Medium User","11.3"
"1181","Medium User","11.3"
"1266","Medium User","11.3"
"906","Medium User","11.3"
"623","Medium User","11.3"
"1846","Medium User","11.3"
"624","Medium User","11.3"
"240","Medium User","11.3"
"1363","Medium User","11.3"
"1976","Medium User","11.3"
"1452","Medium User","11.3"
"1203","Medium User","11.3"
"65","Medium User","11.3"
"1588","Medium User","11.3"
"1664","Medium User","11.3"
"728","Medium User","11.3"
"1381","Medium User","11.3"
"1126","Medium User","11.3"
"1340","Medium User","11.3"
"397","Medium User","11.2"
"649","Medium User","11.2"
"1518","Medium User","11.2"
"582","Medium User","11.2"
"475","Medium User","11.2"
"1090","Medium User","11.2"
"1673","Medium User","11.2"
"1658","Medium User","11.2"
"1878","Medium User","11.2"
"1691","Medium User","11.2"
"1091","Medium User","11.2"
"1758","Medium User","11.2"
"355","Medium User","11.2"
"1075","Medium User","11.2"
"1194","Medium User","11.2"
"1258","Medium User","11.2"
"64","Medium User","11.2"
"633","Medium User","11.2"
"1076","Medium User","11.2"
"43","Medium User","11.2"
"156","Medium User","11.2"
"512","Medium User","11.2"
"647","Medium User","11.2"
"1434","Medium User","11.2"
"257","Medium User","11.2"
"689","Medium User","11.2"
"1911","Medium User","11.2"
"68","Medium User","11.2"
"1618","Medium User","11.2"
"575","Medium User","11.2"
"246","Medium User","11.2"
"1152","Medium User","11.2"
"614","Medium User","11.2"
"31","Medium User","11.1"
"316","Medium User","11.1"
"1494","Medium User","11.1"
"1001","Medium User","11.1"
"1852","Medium User","11.1"
"859","Medium User","11.1"
"557","Medium User","11.1"
"1252","Medium User","11.1"
"1318","Medium User","11.1"
"1880","Medium User","11.1"
"701","Medium User","11.1"
"1270","Medium User","11.1"
"858","Medium User","11.1"
"652","Medium User","11.1"
"1807","Medium User","11.1"
"545","Medium User","11.1"
"339","Medium User","11.1"
"548","Medium User","11.1"
"629","Medium User","11.1"
"431","Medium User","11.1"
"245","Medium User","11.1"
"1573","Medium User","11.1"
"1979","Medium User","11.1"
"1886","Medium User","11.1"
"596","Medium User","11.1"
"1161","Medium User","11.1"
"1605","Medium User","11.0"
"1297","Medium User","11.0"
"1202","Medium User","11.0"
"290","Medium User","11.0"
"905","Medium User","11.0"
"92","Medium User","11.0"
"1111","Medium User","11.0"
"592","Medium User","11.0"
"267","Medium User","11.0"
"542","Medium User","11.0"
"234","Medium User","11.0"
"435","Medium User","11.0"
"1526","Medium User","11.0"
"1815","Medium User","11.0"
"798","Medium User","11.0"
"6","Medium User","11.0"
"983","Medium User","11.0"
"105","Medium User","11.0"
"1485","Medium User","11.0"
"1782","Medium User","11.0"
"1764","Medium User","11.0"
"160","Medium User","11.0"
"1749","Medium User","11.0"
"365","Medium User","11.0"
"1942","Medium User","11.0"
"1584","Medium User","11.0"
"477","Medium User","11.0"
"800","Medium User","11.0"
"3","Medium User","11.0"
"1985","Medium User","11.0"
"1278","Medium User","11.0"
"620","Medium User","11.0"
"1166","Medium User","11.0"
"391","Medium User","11.0"
"941","Medium User","11.0"
"485","Medium User","11.0"
"1672","Medium User","11.0"
"1410","Medium User","11.0"
"556","Medium User","11.0"
"1085","Medium User","10.9"
"1431","Medium User","10.9"
"60","Medium User","10.9"
"41","Medium User","10.9"
"1157","Medium User","10.9"
"311","Medium User","10.9"
"434","Medium User","10.9"
"420","Medium User","10.9"
"396","Medium User","10.9"
"281","Medium User","10.9"
"162","Medium User","10.9"
"466","Medium User","10.9"
"178","Medium User","10.9"
"221","Medium User","10.9"
"1133","Medium User","10.9"
"568","Medium User","10.9"
"1926","Medium User","10.9"
"861","Medium User","10.9"
"342","Medium User","10.9"
"594","Medium User","10.9"
"1031","Medium User","10.9"
"277","Medium User","10.9"
"1894","Medium User","10.9"
"1812","Medium User","10.9"
"1854","Medium User","10.9"
"865","Medium User","10.8"
"293","Medium User","10.8"
"1338","Medium User","10.8"
"1170","Medium User","10.8"
"16","Medium User","10.8"
"1960","Medium User","10.8"
"1058","Medium User","10.8"
"1293","Medium User","10.8"
"812","Medium User","10.8"
"1840","Medium User","10.8"
"1400","Medium User","10.8"
"997","Medium User","10.8"
"1151","Medium User","10.8"
"988","Medium User","10.8"
"1647","Medium User","10.8"
"840","Medium User","10.8"
"154","Medium User","10.8"
"1356","Medium User","10.8"
"694","Medium User","10.8"
"242","Medium User","10.8"
"1896","Medium User","10.8"
"1262","Medium User","10.8"
"495","Medium User","10.8"
"1424","Medium User","10.8"
"1853","Medium User","10.8"
"838","Medium User","10.8"
"1582","Medium User","10.8"
"401","Medium User","10.8"
"1862","Medium User","10.8"
"289","Medium User","10.8"
"326","Medium User","10.8"
"571","Medium User","10.8"
"1067","Medium User","10.8"
"537","Medium User","10.8"
"1027","Medium User","10.7"
"1226","Medium User","10.7"
"1540","Medium User","10.7"
"782","Medium User","10.7"
"1991","Medium User","10.7"
"1264","Medium User","10.7"
"1632","Medium User","10.7"
"1970","Medium User","10.7"
"269","Medium User","10.7"
"1950","Medium User","10.7"
"671","Medium User","10.7"
"1219","Medium User","10.7"
"1053","Medium User","10.7"
"1784","Medium User","10.7"
"1475","Medium User","10.7"
"1388","Medium User","10.7"
"142","Medium User","10.7"
"816","Medium User","10.7"
"1859","Medium User","10.7"
"482","Medium User","10.6"
"1541","Medium User","10.6"
"1659","Medium User","10.6"
"621","Medium User","10.6"
"12","Medium User","10.6"
"948","Medium User","10.6"
"279","Medium User","10.6"
"1486","Medium User","10.6"
"1002","Medium User","10.6"
"76","Medium User","10.6"
"1257","Medium User","10.6"
"388","Medium User","10.6"
"1731","Medium User","10.6"
"1238","Medium User","10.6"
"793","Medium User","10.6"
"1089","Medium User","10.6"
"273","Medium User","10.6"
"461","Medium User","10.6"
"297","Medium User","10.6"
"985","Medium User","10.6"
"1180","Medium User","10.6"
"220","Medium User","10.6"
"1863","Medium User","10.6"
"664","Medium User","10.6"
"1122","Medium User","10.6"
"1576","Medium User","10.6"
"1414","Medium User","10.6"
"1142","Medium User","10.6"
"329","Medium User","10.6"
"1793","Medium User","10.6"
"1489","Medium User","10.6"
"1553","Medium User","10.6"
"1183","Medium User","10.6"
"1247","Medium User","10.6"
"1561","Medium User","10.6"
"786","Medium User","10.6"
"1592","Medium User","10.5"
"1851","Medium User","10.5"
"1677","Medium User","10.5"
"567","Medium User","10.5"
"1189","Medium User","10.5"
"378","Medium User","10.5"
"34","Medium User","10.5"
"1537","Medium User","10.5"
"702","Medium User","10.5"
"1349","Medium User","10.5"
"1602","Medium User","10.5"
"1371","Medium User","10.5"
"950","Medium User","10.5"
"1629","Medium User","10.5"
"1487","Medium User","10.5"
"813","Medium User","10.5"
"172","Medium User","10.5"
"1308","Medium User","10.5"
"860","Medium User","10.5"
"569","Medium User","10.5"
"1839","Medium User","10.5"
"1113","Medium User","10.5"
"1623","Medium User","10.5"
"335","Medium User","10.5"
"1945","Medium User","10.5"
"1324","Medium User","10.5"
"576","Medium User","10.5"
"1480","Medium User","10.5"
"697","Medium User","10.5"
"524","Medium User","10.4"
"921","Medium User","10.4"
"1595","Medium User","10.4"
"973","Medium User","10.4"
"612","Medium User","10.4"
"993","Medium User","10.4"
"1360","Medium User","10.4"
"646","Medium User","10.4"
"676","Medium User","10.4"
"380","Medium User","10.4"
"1110","Medium User","10.4"
"1847","Medium User","10.4"
"595","Medium User","10.4"
"1064","Medium User","10.4"
"1114","Medium User","10.4"
"935","Medium User","10.4"
"1535","Medium User","10.4"
"805","Medium User","10.4"
"334","Medium User","10.4"
"913","Medium User","10.4"
"885","Medium User","10.4"
"139","Medium User","10.4"
"1019","Medium User","10.4"
"1933","Medium User","10.4"
"1439","Medium User","10.4"
"1021","Medium User","10.4"
"1527","Medium User","10.4"
"1895","Medium User","10.4"
"978","Medium User","10.4"
"960","Medium User","10.4"
"666","Medium User","10.4"
"1193","Medium User","10.4"
"1829","Medium User","10.4"
"952","Medium User","10.4"
"1335","Medium User","10.4"
"1643","Medium User","10.4"
"1236","Medium User","10.4"
"1901","Medium User","10.4"
"1298","Medium User","10.3"
"1624","Medium User","10.3"
"456","Medium User","10.3"
"588","Medium User","10.3"
"795","Medium User","10.3"
"1422","Medium User","10.3"
"747","Medium User","10.3"
"227","Medium User","10.3"
"1127","Medium User","10.3"
"552","Medium User","10.3"
"44","Medium User","10.3"
"675","Medium User","10.3"
"1319","Medium User","10.3"
"849","Medium User","10.3"
"1904","Medium User","10.3"
"686","Medium User","10.3"
"741","Medium User","10.3"
"1375","Medium User","10.3"
"1366","Medium User","10.3"
"201","Medium User","10.3"
"404","Medium User","10.3"
"1256","Medium User","10.3"
"1314","Medium User","10.3"
"1313","Medium User","10.3"
"866","Medium User","10.3"
"736","Medium User","10.3"
"1657","Medium User","10.3"
"1679","Medium User","10.3"
