"customer_id","plan_id","plan_name","avg_data_usage","data_quota"
"901","2","Standard","14.04",15
"1086","2","Standard","14.04",15
"543","1","Basic","14.03",5
"268","2","Standard","14.03",15
"1255","2","Standard","14.00",15
"1693","1","Basic","14.00",5
"1759","2","Standard","13.99",15
"510","2","Standard","13.97",15
"1139","1","Basic","13.96",5
"372","1","Basic","13.96",5
"1714","1","Basic","13.93",5
"411","2","Standard","13.90",15
"1208","2","Standard","13.90",15
"94","2","Standard","13.85",15
"641","1","Basic","13.83",5
"1172","1","Basic","13.82",5
"995","1","Basic","13.81",5
"1359","2","Standard","13.80",15
"712","1","Basic","13.79",5
"1500","1","Basic","13.79",5
"1771","2","Standard","13.77",15
"468","1","Basic","13.75",5
"148","1","Basic","13.75",5
"398","2","Standard","13.73",15
"285","2","Standard","13.72",15
"498","1","Basic","13.69",5
"1119","1","Basic","13.69",5
"486","1","Basic","13.68",5
"1041","1","Basic","13.66",5
"817","2","Standard","13.66",15
"1704","2","Standard","13.64",15
"642","1","Basic","13.64",5
"1390","1","Basic","13.63",5
"826","2","Standard","13.62",15
"563","2","Standard","13.61",15
"1426","1","Basic","13.59",5
"1490","2","Standard","13.59",15
"873","1","Basic","13.58",5
"286","2","Standard","13.57",15
"1685","1","Basic","13.56",5
"1121","1","Basic","13.55",5
"1578","2","Standard","13.55",15
"604","2","Standard","13.54",15
"783","2","Standard","13.53",15
"357","2","Standard","13.53",15
"422","2","Standard","13.51",15
"1227","2","Standard","13.51",15
"336","1","Basic","13.51",5
"1105","1","Basic","13.48",5
"1567","1","Basic","13.46",5
"1468","1","Basic","13.42",5
"85","1","Basic","13.41",5
"418","1","Basic","13.36",5
"1777","1","Basic","13.35",5
"463","1","Basic","13.28",5
"1989","1","Basic","13.28",5
"1558","1","Basic","13.25",5
"1575","1","Basic","13.21",5
"650","1","Basic","13.16",5
"769","1","Basic","13.12",5
"1176","1","Basic","13.12",5
"904","1","Basic","13.12",5
"161","1","Basic","13.11",5
"1718","1","Basic","13.10",5
"987","1","Basic","13.05",5
"1622","1","Basic","13.04",5
"1702","1","Basic","13.02",5
"375","1","Basic","13.02",5
"1952","1","Basic","13.00",5
"1992","1","Basic","12.99",5
"1747","1","Basic","12.97",5
"785","1","Basic","12.96",5
"1648","1","Basic","12.96",5
"306","1","Basic","12.95",5
"488","1","Basic","12.92",5
"425","1","Basic","12.92",5
"1174","1","Basic","12.91",5
"820","1","Basic","12.90",5
"1017","1","Basic","12.86",5
"525","1","Basic","12.86",5
"600","1","Basic","12.85",5
"1579","1","Basic","12.82",5
"78","1","Basic","12.80",5
"1838","1","Basic","12.76",5
"395","1","Basic","12.74",5
"1285","1","Basic","12.73",5
"14","1","Basic","12.72",5
"1325","1","Basic","12.72",5
"1750","1","Basic","12.72",5
"1923","1","Basic","12.69",5
"1065","1","Basic","12.67",5
"651","1","Basic","12.65",5
"193","1","Basic","12.64",5
"266","1","Basic","12.61",5
"1449","1","Basic","12.60",5
"733","1","Basic","12.58",5
"224","1","Basic","12.54",5
"1823","1","Basic","12.54",5
"990","1","Basic","12.53",5
"247","1","Basic","12.51",5
"1692","1","Basic","12.51",5
"1107","1","Basic","12.50",5
"562","1","Basic","12.50",5
"37","1","Basic","12.48",5
"1921","1","Basic","12.46",5
"1268","1","Basic","12.45",5
"1866","1","Basic","12.45",5
"638","1","Basic","12.45",5
"700","1","Basic","12.43",5
"100","1","Basic","12.42",5
"1207","1","Basic","12.37",5
"1794","1","Basic","12.37",5
"1519","1","Basic","12.35",5
"1015","1","Basic","12.33",5
"255","1","Basic","12.32",5
"1364","1","Basic","12.32",5
"781","1","Basic","12.30",5
"402","1","Basic","12.29",5
"1386","1","Basic","12.29",5
"794","1","Basic","12.29",5
"932","1","Basic","12.27",5
"827","1","Basic","12.24",5
"1796","1","Basic","12.23",5
"1129","1","Basic","12.22",5
"1660","1","Basic","12.22",5
"591","1","Basic","12.21",5
"216","1","Basic","12.18",5
"766","1","Basic","12.18",5
"26","1","Basic","12.18",5
"331","1","Basic","12.13",5
"1820","1","Basic","12.13",5
"1483","1","Basic","12.12",5
"1520","1","Basic","12.12",5
"947","1","Basic","12.11",5
"1536","1","Basic","12.11",5
"20","1","Basic","12.11",5
"179","1","Basic","12.11",5
"384","1","Basic","12.11",5
"1182","1","Basic","12.10",5
"707","1","Basic","12.09",5
"1940","1","Basic","12.09",5
"1044","1","Basic","12.09",5
"523","1","Basic","12.04",5
"1721","1","Basic","12.04",5
"1471","1","Basic","12.04",5
"1634","1","Basic","12.03",5
"1768","1","Basic","12.02",5
"779","1","Basic","12.01",5
"74","1","Basic","11.98",5
"1438","1","Basic","11.97",5
"1093","1","Basic","11.97",5
"998","1","Basic","11.96",5
"10","1","Basic","11.96",5
"958","1","Basic","11.95",5
"1511","1","Basic","11.94",5
"262","1","Basic","11.93",5
"176","1","Basic","11.93",5
"89","1","Basic","11.89",5
"1416","1","Basic","11.89",5
"577","1","Basic","11.88",5
"723","1","Basic","11.86",5
"1821","1","Basic","11.85",5
"1606","1","Basic","11.85",5
"1848","1","Basic","11.83",5
"1458","1","Basic","11.83",5
"1593","1","Basic","11.83",5
"1260","1","Basic","11.82",5
"1949","1","Basic","11.81",5
"1734","1","Basic","11.81",5
"1805","1","Basic","11.79",5
"1427","1","Basic","11.78",5
"1682","1","Basic","11.78",5
"942","1","Basic","11.78",5
"387","1","Basic","11.77",5
"1828","1","Basic","11.77",5
"603","1","Basic","11.76",5
"1902","1","Basic","11.76",5
"1132","1","Basic","11.76",5
"202","1","Basic","11.75",5
"1914","1","Basic","11.74",5
"1275","1","Basic","11.73",5
"1081","1","Basic","11.72",5
"472","1","Basic","11.72",5
"719","1","Basic","11.72",5
"368","1","Basic","11.71",5
"305","1","Basic","11.71",5
"386","1","Basic","11.70",5
"1222","1","Basic","11.70",5
"1690","1","Basic","11.68",5
"1327","1","Basic","11.65",5
"527","1","Basic","11.63",5
"337","1","Basic","11.63",5
"613","1","Basic","11.62",5
"1195","1","Basic","11.61",5
"1935","1","Basic","11.61",5
"199","1","Basic","11.60",5
"1306","1","Basic","11.56",5
"1145","1","Basic","11.56",5
"566","1","Basic","11.56",5
"515","1","Basic","11.54",5
"385","1","Basic","11.53",5
"1528","1","Basic","11.53",5
"984","1","Basic","11.52",5
"1683","1","Basic","11.50",5
"30","1","Basic","11.48",5
"113","1","Basic","11.48",5
"50","1","Basic","11.48",5
"690","1","Basic","11.48",5
"1476","1","Basic","11.48",5
"1761","1","Basic","11.47",5
"7","1","Basic","11.44",5
"284","1","Basic","11.44",5
"1811","1","Basic","11.43",5
"660","1","Basic","11.41",5
"853","1","Basic","11.40",5
"1443","1","Basic","11.39",5
"340","1","Basic","11.37",5
"192","1","Basic","11.36",5
"1423","1","Basic","11.36",5
"773","1","Basic","11.36",5
"728","1","Basic","11.34",5
"623","1","Basic","11.34",5
"22","1","Basic","11.31",5
"1381","1","Basic","11.30",5
"1363","1","Basic","11.30",5
"1473","1","Basic","11.29",5
"1664","1","Basic","11.25",5
"689","1","Basic","11.25",5
"906","1","Basic","11.25",5
"64","1","Basic","11.24",5
"397","1","Basic","11.24",5
"1673","1","Basic","11.24",5
"1758","1","Basic","11.24",5
"633","1","Basic","11.23",5
"1091","1","Basic","11.23",5
"1518","1","Basic","11.21",5
"1075","1","Basic","11.20",5
"647","1","Basic","11.20",5
"1911","1","Basic","11.19",5
"575","1","Basic","11.19",5
"1076","1","Basic","11.19",5
"43","1","Basic","11.18",5
"649","1","Basic","11.18",5
"614","1","Basic","11.16",5
"596","1","Basic","11.13",5
"431","1","Basic","11.11",5
"1573","1","Basic","11.10",5
"557","1","Basic","11.09",5
"1318","1","Basic","11.09",5
"1252","1","Basic","11.07",5
"1494","1","Basic","11.06",5
"105","1","Basic","11.05",5
"798","1","Basic","11.05",5
"3","1","Basic","11.04",5
"1749","1","Basic","11.04",5
"1485","1","Basic","11.03",5
"542","1","Basic","11.02",5
"1111","1","Basic","11.01",5
"365","1","Basic","11.01",5
"6","1","Basic","11.00",5
"556","1","Basic","10.99",5
"1764","1","Basic","10.98",5
"1202","1","Basic","10.96",5
"485","1","Basic","10.96",5
"1297","1","Basic","10.96",5
"1031","1","Basic","10.92",5
"342","1","Basic","10.92",5
"594","1","Basic","10.91",5
"1854","1","Basic","10.91",5
"861","1","Basic","10.89",5
"60","1","Basic","10.89",5
"568","1","Basic","10.89",5
"1085","1","Basic","10.86",5
"1400","1","Basic","10.83",5
"1262","1","Basic","10.83",5
"1058","1","Basic","10.82",5
"16","1","Basic","10.82",5
"1582","1","Basic","10.82",5
"1853","1","Basic","10.82",5
"838","1","Basic","10.81",5
"865","1","Basic","10.80",5
"1424","1","Basic","10.79",5
"997","1","Basic","10.76",5
"326","1","Basic","10.76",5
"1862","1","Basic","10.75",5
"269","1","Basic","10.73",5
"1991","1","Basic","10.71",5
"142","1","Basic","10.71",5
"1027","1","Basic","10.70",5
"1970","1","Basic","10.70",5
"1388","1","Basic","10.70",5
"816","1","Basic","10.69",5
"1859","1","Basic","10.66",5
"1576","1","Basic","10.65",5
"1142","1","Basic","10.64",5
"1731","1","Basic","10.64",5
"1561","1","Basic","10.63",5
"1414","1","Basic","10.62",5
"1247","1","Basic","10.61",5
"1257","1","Basic","10.61",5
"1183","1","Basic","10.60",5
"12","1","Basic","10.60",5
"793","1","Basic","10.60",5
"948","1","Basic","10.59",5
"279","1","Basic","10.58",5
"1122","1","Basic","10.56",5
"1487","1","Basic","10.55",5
"697","1","Basic","10.54",5
"569","1","Basic","10.54",5
"1371","1","Basic","10.52",5
"1677","1","Basic","10.51",5
"1537","1","Basic","10.50",5
"378","1","Basic","10.50",5
"1480","1","Basic","10.49",5
"1592","1","Basic","10.48",5
"702","1","Basic","10.46",5
"950","1","Basic","10.46",5
"860","1","Basic","10.45",5
"952","1","Basic","10.44",5
"1895","1","Basic","10.43",5
"1535","1","Basic","10.42",5
"334","1","Basic","10.41",5
"1360","1","Basic","10.40",5
"1019","1","Basic","10.39",5
"913","1","Basic","10.39",5
"1021","1","Basic","10.38",5
"1829","1","Basic","10.38",5
"646","1","Basic","10.37",5
"524","1","Basic","10.37",5
"1933","1","Basic","10.37",5
"1595","1","Basic","10.36",5
"1110","1","Basic","10.36",5
"1236","1","Basic","10.36",5
"1313","1","Basic","10.34",5
"747","1","Basic","10.33",5
"552","1","Basic","10.32",5
"214","1","Basic","10.32",5
"1657","1","Basic","10.32",5
"404","1","Basic","10.31",5
"259","1","Basic","10.31",5
"736","1","Basic","10.30",5
"1127","1","Basic","10.29",5
"1366","1","Basic","10.28",5
"1298","1","Basic","10.28",5
"686","1","Basic","10.26",5
"1686","1","Basic","10.26",5
"1095","1","Basic","10.26",5
"675","1","Basic","10.25",5
"771","1","Basic","10.25",5
"1169","1","Basic","10.24",5
"907","1","Basic","10.23",5
"1887","1","Basic","10.20",5
"1998","1","Basic","10.20",5
"1581","1","Basic","10.18",5
"1676","1","Basic","10.18",5
"725","1","Basic","10.18",5
"1766","1","Basic","10.16",5
"369","1","Basic","10.14",5
"433","1","Basic","10.14",5
"367","1","Basic","10.13",5
"469","1","Basic","10.11",5
"1661","1","Basic","10.10",5
"145","1","Basic","10.10",5
"1780","1","Basic","10.10",5
"1696","1","Basic","10.09",5
"275","1","Basic","10.08",5
"508","1","Basic","10.08",5
"1056","1","Basic","10.07",5
"1809","1","Basic","10.05",5
"930","1","Basic","10.04",5
"831","1","Basic","10.04",5
"1007","1","Basic","10.04",5
"626","1","Basic","10.03",5
"458","1","Basic","10.03",5
"1765","1","Basic","10.03",5
"452","1","Basic","9.99",5
"1259","1","Basic","9.98",5
"454","1","Basic","9.97",5
"1959","1","Basic","9.97",5
"323","1","Basic","9.96",5
"1402","1","Basic","9.95",5
"1102","1","Basic","9.95",5
"45","1","Basic","9.93",5
"143","1","Basic","9.93",5
"894","1","Basic","9.92",5
"73","1","Basic","9.92",5
"890","1","Basic","9.91",5
"1421","1","Basic","9.91",5
"481","1","Basic","9.90",5
"1639","1","Basic","9.90",5
"1987","1","Basic","9.90",5
"1675","1","Basic","9.88",5
"841","1","Basic","9.88",5
"583","1","Basic","9.87",5
"900","1","Basic","9.87",5
"448","1","Basic","9.86",5
"1175","1","Basic","9.85",5
"1290","1","Basic","9.85",5
"1554","1","Basic","9.83",5
"818","1","Basic","9.82",5
"922","1","Basic","9.82",5
"1068","1","Basic","9.81",5
"416","1","Basic","9.81",5
"134","1","Basic","9.79",5
"908","1","Basic","9.79",5
"1050","1","Basic","9.79",5
"265","1","Basic","9.77",5
"1869","1","Basic","9.76",5
"1382","1","Basic","9.75",5
"1242","1","Basic","9.74",5
"132","1","Basic","9.74",5
"1351","1","Basic","9.73",5
"483","1","Basic","9.73",5
"450","1","Basic","9.73",5
"1924","1","Basic","9.72",5
"618","1","Basic","9.71",5
"845","1","Basic","9.70",5
"1294","1","Basic","9.70",5
"1732","1","Basic","9.69",5
"1190","1","Basic","9.68",5
"1650","1","Basic","9.68",5
"1788","1","Basic","9.67",5
"1644","1","Basic","9.66",5
"344","1","Basic","9.64",5
"205","1","Basic","9.63",5
"473","1","Basic","9.59",5
"946","1","Basic","9.59",5
"158","1","Basic","9.58",5
"561","1","Basic","9.56",5
"457","1","Basic","9.54",5
"1164","1","Basic","9.52",5
"1446","1","Basic","9.48",5
"1263","1","Basic","9.48",5
"961","1","Basic","9.48",5
"927","1","Basic","9.48",5
"1025","1","Basic","9.48",5
"855","1","Basic","9.47",5
"864","1","Basic","9.47",5
"1915","1","Basic","9.47",5
"1597","1","Basic","9.46",5
"1130","1","Basic","9.45",5
"270","1","Basic","9.43",5
"1656","1","Basic","9.40",5
"1589","1","Basic","9.40",5
"1118","1","Basic","9.39",5
"1418","1","Basic","9.38",5
"250","1","Basic","9.36",5
"924","1","Basic","9.36",5
"1248","1","Basic","9.36",5
"1037","1","Basic","9.35",5
"1778","1","Basic","9.33",5
"565","1","Basic","9.32",5
"1456","1","Basic","9.30",5
"1045","1","Basic","9.29",5
"503","1","Basic","9.28",5
"1348","1","Basic","9.28",5
"1912","1","Basic","9.26",5
"1149","1","Basic","9.24",5
"1725","1","Basic","9.24",5
"1329","1","Basic","9.24",5
"424","1","Basic","9.21",5
"1932","1","Basic","9.21",5
"1633","1","Basic","9.20",5
"628","1","Basic","9.19",5
"294","1","Basic","9.19",5
"239","1","Basic","9.18",5
"1888","1","Basic","9.18",5
"327","1","Basic","9.18",5
"558","1","Basic","9.17",5
"1856","1","Basic","9.17",5
"862","1","Basic","9.17",5
"55","1","Basic","9.14",5
"120","1","Basic","9.14",5
"211","1","Basic","9.13",5
"999","1","Basic","9.13",5
"112","1","Basic","9.13",5
"1497","1","Basic","9.13",5
"1577","1","Basic","9.12",5
"1156","1","Basic","9.11",5
"399","1","Basic","9.10",5
"1104","1","Basic","9.09",5
"1466","1","Basic","9.07",5
"847","1","Basic","9.06",5
"1457","1","Basic","9.05",5
"1010","1","Basic","9.04",5
"1539","1","Basic","9.02",5
"459","1","Basic","9.02",5
"1216","1","Basic","9.02",5
"1514","1","Basic","8.96",5
"364","1","Basic","8.96",5
"1824","1","Basic","8.94",5
"1092","1","Basic","8.89",5
"374","1","Basic","8.88",5
"1783","1","Basic","8.87",5
"713","1","Basic","8.87",5
"1463","1","Basic","8.86",5
"1311","1","Basic","8.83",5
"253","1","Basic","8.83",5
"1057","1","Basic","8.81",5
"1608","1","Basic","8.80",5
"4","1","Basic","8.80",5
"319","1","Basic","8.79",5
"870","1","Basic","8.77",5
"189","1","Basic","8.76",5
"27","1","Basic","8.75",5
"359","1","Basic","8.75",5
"218","1","Basic","8.75",5
"1078","1","Basic","8.74",5
"1337","1","Basic","8.73",5
"135","1","Basic","8.73",5
"643","1","Basic","8.72",5
"479","1","Basic","8.72",5
"606","1","Basic","8.72",5
"1084","1","Basic","8.71",5
"1916","1","Basic","8.69",5
"1786","1","Basic","8.69",5
"780","1","Basic","8.69",5
"471","1","Basic","8.63",5
"1101","1","Basic","8.63",5
"1663","1","Basic","8.61",5
"1495","1","Basic","8.61",5
"1790","1","Basic","8.61",5
"1083","1","Basic","8.61",5
"869","1","Basic","8.55",5
"1185","1","Basic","8.52",5
"868","1","Basic","8.51",5
"991","1","Basic","8.51",5
"1825","1","Basic","8.50",5
"84","1","Basic","8.50",5
"1670","1","Basic","8.49",5
"1253","1","Basic","8.48",5
"1543","1","Basic","8.48",5
"1738","1","Basic","8.47",5
"1716","1","Basic","8.43",5
"1345","1","Basic","8.42",5
"1043","1","Basic","8.40",5
"765","1","Basic","8.39",5
"183","1","Basic","8.39",5
"536","1","Basic","8.38",5
"303","1","Basic","8.37",5
"964","1","Basic","8.36",5
"292","1","Basic","8.34",5
"706","1","Basic","8.34",5
"611","1","Basic","8.34",5
"879","1","Basic","8.34",5
"356","1","Basic","8.33",5
"1444","1","Basic","8.32",5
"1978","1","Basic","8.30",5
"1723","1","Basic","8.29",5
"1087","1","Basic","8.27",5
"738","1","Basic","8.23",5
"87","1","Basic","8.23",5
"1754","1","Basic","8.22",5
"373","1","Basic","8.22",5
"1706","1","Basic","8.22",5
"1837","1","Basic","8.21",5
"441","1","Basic","8.18",5
"213","1","Basic","8.13",5
"1939","1","Basic","8.12",5
"1614","1","Basic","8.10",5
"722","1","Basic","8.10",5
"607","1","Basic","8.10",5
"13","1","Basic","8.10",5
"1051","1","Basic","8.10",5
"428","1","Basic","8.09",5
"724","1","Basic","8.07",5
"843","1","Basic","8.07",5
"1506","1","Basic","8.07",5
"300","1","Basic","8.06",5
"966","1","Basic","8.05",5
"361","1","Basic","8.05",5
"1720","1","Basic","8.04",5
"1966","1","Basic","8.03",5
"1724","1","Basic","8.02",5
"194","1","Basic","8.01",5
"470","1","Basic","8.01",5
"1330","1","Basic","8.00",5
"117","1","Basic","8.00",5
"1484","1","Basic","8.00",5
"555","1","Basic","7.94",5
"790","1","Basic","7.92",5
"1642","1","Basic","7.92",5
"854","1","Basic","7.87",5
"709","1","Basic","7.86",5
"768","1","Basic","7.85",5
"1580","1","Basic","7.84",5
"956","1","Basic","7.81",5
"1147","1","Basic","7.79",5
"1006","1","Basic","7.78",5
"1870","1","Basic","7.77",5
"1100","1","Basic","7.70",5
"1220","1","Basic","7.70",5
"1684","1","Basic","7.68",5
"1908","1","Basic","7.68",5
"877","1","Basic","7.67",5
"533","1","Basic","7.67",5
"578","1","Basic","7.65",5
"739","1","Basic","7.63",5
"91","1","Basic","7.60",5
"494","1","Basic","7.60",5
"198","1","Basic","7.57",5
"1600","1","Basic","7.57",5
"1876","1","Basic","7.56",5
"1012","1","Basic","7.50",5
"1649","1","Basic","7.49",5
"28","1","Basic","7.48",5
"1191","1","Basic","7.48",5
"1510","1","Basic","7.44",5
"1872","1","Basic","7.40",5
"1844","1","Basic","7.38",5
"79","1","Basic","7.34",5
"1376","1","Basic","7.32",5
"1112","1","Basic","7.27",5
"825","1","Basic","7.26",5
"550","1","Basic","7.23",5
"1406","1","Basic","7.22",5
"354","1","Basic","7.21",5
"1936","1","Basic","7.19",5
"302","1","Basic","7.19",5
"1804","1","Basic","7.13",5
"1931","1","Basic","7.11",5
"1845","1","Basic","7.11",5
"256","1","Basic","7.08",5
"639","1","Basic","7.08",5
"1529","1","Basic","7.04",5
"437","1","Basic","7.04",5
"1283","1","Basic","7.01",5
"1954","1","Basic","7.00",5
"832","1","Basic","6.99",5
"141","1","Basic","6.96",5
"200","1","Basic","6.96",5
"1383","1","Basic","6.93",5
"695","1","Basic","6.90",5
"1836","1","Basic","6.87",5
"1893","1","Basic","6.82",5
"598","1","Basic","6.81",5
"1641","1","Basic","6.77",5
"513","1","Basic","6.77",5
"1930","1","Basic","6.77",5
"413","1","Basic","6.74",5
"1030","1","Basic","6.74",5
"56","1","Basic","6.74",5
"1827","1","Basic","6.73",5
"994","1","Basic","6.66",5
"195","1","Basic","6.64",5
"750","1","Basic","6.64",5
"1269","1","Basic","6.61",5
"51","1","Basic","6.59",5
"1604","1","Basic","6.56",5
"122","1","Basic","6.55",5
"939","1","Basic","6.52",5
"917","1","Basic","6.51",5
"1903","1","Basic","6.46",5
"1739","1","Basic","6.45",5
"254","1","Basic","6.45",5
"233","1","Basic","6.44",5
"243","1","Basic","6.41",5
"1407","1","Basic","6.36",5
"691","1","Basic","6.30",5
"992","1","Basic","6.27",5
"151","1","Basic","6.22",5
"210","1","Basic","6.18",5
"1698","1","Basic","6.14",5
"1772","1","Basic","5.93",5
"630","1","Basic","5.89",5
"667","1","Basic","5.86",5
"244","1","Basic","5.81",5
"1361","1","Basic","5.81",5
"1799","1","Basic","5.71",5
"1199","1","Basic","5.67",5
"1735","1","Basic","5.50",5
"96","1","Basic","5.43",5
"222","1","Basic","5.39",5
"1333","1","Basic","5.38",5
"1971","1","Basic","5.08",5
"899","1","Basic","5.05",5
"1028","1","Basic","5.00",5
"874","1","Basic","4.89",5
"1773","1","Basic","4.87",5
"1237","1","Basic","4.59",5
"427","1","Basic","4.53",5
